Sentence,Manual,GeminiFew
الصور المتداولة والمقاطع المتداولة تؤثران في التوجهات الثقافية والتوجهات الاجتماعية.,0,0
"من هو الابن الأكثر احتراما للبيغ بوس بين الثلاثة الأبناء، و لماذا ؟",1,1
"دورة في فك أجزاء المحرك وإعادة التركيب والتشغيل، و دورة أخرى عن كشف الأعطال الشائعة في السيارة",0,0
وقد جرى اصطياد بعضها بالبنادق وأخرى عن طريق الفخ والشبكة,1,1
العشاق يشاركون اللحظات الرومانسية والعشاق يبنون مستقبلًا مشتركًا.,0,0
فيما أكمل قائمة الفائزين فائزٌ من ألمانيا و آخر من باكستان.,1,1
"فيما أن هناك أسيرا مضربا في سجن النقب ، و آخر في سجن "" هداريم "".",1,1
هذا العنف الإسرائيلي ليس جديدا فهو الوجه الدائم للصهيونية منذ تأسيس إسرائيل.,0,0
أنا أركض في الغابة وهو في الجبال,1,1
أنا أشاهد الأفلام الرومانسية وهم أفلام الرعب,1,1
"من الممكن أن تستثمر سارة اموالها في البنك، أو تستثمر أموالها في العقارات",0,0
شكسبير هو كاتب مسرحية هاملت.,0,0
"فالإمام عليه مسؤولية وتبعات، ومؤذن المسجد والمصلون كذلك.",1,1
يمكننا تعزيز الأمان على الإنترنت بعدم مشاركة المعلومات الشخصية.,0,0
الأردن تشتهر بالمنسف والمغرب بالكسكس,1,1
الإرشاد الأسري يعزز من الاستقرار الأسري والإرشاد الأسري يساهم في بناء أسر صحية.,0,0
في الأوقات المخصصة للصلوات والعبادة.,1,1
الأردن تشتهر بالمنسف والمغرب تشتهر بالكسكس,0,0
"الحشود السائرة ملأت شوارع لندن وباريس وواشنطن ، و أخرى في مدن إسبانية وآسيوية.",1,1
عند مغادرة الغرفة.,1,1
المأكولات الأسيوية تتميز بنكهات مميزة والمأكولات الأسيوية تضيف تنوعًا للقائمة.,0,0
هذه قراءة عاجلة لطبيعة الجرائم الوافدة على المجتمع المصرى فى السنوات الأخيرة.,0,0
نحن نأكل في المطعم وهم يأكلون في البيت,0,0
نحتاج لتحضير وجبة لذيذة المكونات الطازجة.,0,0
كما أحرز هدفًا عن طريق ركلة جزاء و آخر عن طريق ركلة حرة مباشرة.,1,1
ما هو تأثير ارتفاع درجات الحرارة على الطاقة وتأثير ارتفاع درجات الحرارة على الزراعة؟,0,0
الثعبان هو الحيوان الذي يستخدم الحيل في الصيد.,0,0
التمثيل الضوئي,1,1
نستخدم الطائرة للسفر في حالات السفر البعيد.,0,0
في المواقع الموثوقة.,1,1
"هل من مرةَ شعرتَ بأنك شخصَ "" فاشل "" ومتى ؟",1,1
المطاعم السريعة تقدم وجبات سريعة ووجبات لذيذة والمطاعم السريعة تناسب الوقت الضيق.,0,0
لويس الخامس عشر,1,1
بالاهتمام والاحترام.,1,1
الحوكمة الشفافة تعزز الشفافية والحوكمة الشفافة تقوي النظام السياسي.,0,0
الأكسجين هو الغاز الرئيسي في الغلاف الجوي للأرض.,0,0
نصادق أشخاص جدد بالانفتاح والثقة والاحترام.,0,0
"أساس المشكلة ليس نتنياهو، المشكلة هي أنه لدينا مجتمع يهودي إسرائيلي ليس مستعدا أن يغير موقفه تجاه فلسطين والفلسطينيين وهذا مقلق جدا.",0,0
كنت دائماً أتحدث كثيرا فى هاتفى مع صديقاتى اتحدث معهم عن الجميع ولكن الآن فلا أتحدث معهم,0,0
نزار قباني هو مؤلف قارئة الفنجان.,0,0
الأدب العربي يحتوي على روائع أدبية والأدب العربي يعبر عن التاريخ والثقافة.,0,0
نرتدي في فصل الشتاء الملابس الدافئة والكنزات والجوارب.,0,0
الابتكار في التعليم يعزز من تجربة التعلم والابتكار في التعليم يحسن من الأداء التعليمي.,0,0
لإنجاز المهام والمشروعات.,1,1
"ففي العادة كل سنة أتذكّر بعض المواقف التي كنتُ أفعلُها في الماضي وأحاول نسيانها، أما هذه السنة فلا.",1,1
تمكين الأفراد وتطوير المجتمع.,1,1
جان جاك روسو,1,1
أنا أذهب إلى النادي وهو يذهب إلى المصنع,0,0
لا تنقل أشخاص لا تعرفهم في سيارتك فالزمن لا يرحم والقانون أيضا.,1,1
لعب الإعلام المصرى منذ عام 1952 حتى الآن دورًا مختلفًا عما كان عليه قبل ذلك.,0,0
هل استطاعت بعض النساء العربيات التغلب على هذه العقبات؟ و كيف تغلبن عليها؟,0,0
الانهيار العائلى هو واحد من أهم الأسباب التى تدفع إلى الجرائم غريبة الطابع التى تودى بحياة أقرب الناس إلى مرتكبها الذى لا يدرك طبيعة ما يفعل.,0,0
نخزِّن الأدوات في المطبخ في الأدراج والخزائن.,0,0
تعليم اللغة العربية من أصعب المهام عندما يتم مع طلاب لا يعرفون أي شيء عن اللغة العربية ولا يعرفون أي شيء عن الثقافة العربية.,0,0
تمكنت الإدارة العامة لمباحث الضرائب والرسوم من ضبط 726 قضية تهرب متنوعة.,0,0
لأن المرأة عبر التاريخ استخدمت كأداة لوظائف محددة والرجل كذلك استخدم كأداة لوظائف محددة.,0,0
حيث أنني أحببت صديق أخي لمدة وهو كذلك أحبني.,0,0
نحن نتعلم الرقص وهم التمثيل,1,1
"صاح أصدقائي عندئذ: بلى ، نخفّف آلامه ، ونشاركه أحزانه ، ونحاول أن ندخل الفرحة في القلوب البائسة . ولكن كيف ندخل الفرحة في القلوب البائسة؟",0,0
بيتر الأول,1,1
الروديوم هو أغلى وأندر معدن في الأرض.,0,0
أما في حالة الموظفين الذين لا يملكون أي تغطية تأمينية من ذوي الأعمال يتم الحصول على خدمات تأمينية للموظفين وكذلك عائلتهم يحصلون على خدمات تأمينية.,0,0
هل تأمل بالعودة للجزائر و متى ؟,1,1
لا يمكن الإدلاء بالرأي حتى تتكشف خيوط هذي العملية الإرهابية حتى يمكن القول لماذا مثل هذه العمل حدث و كيف حدث؟,0,0
الأردن تشتهر بالثوب البدوي والسعودية تشتهر بالثوب العربي,0,0
إن أهم ميزات الأشخاص الجذابين أنهم يجعلون الآخرين يشعرون بالسعادة.,0,0
ومن بعدها سيأتي ناد من كولومبيا و آخر من تشيلي والأرجنتين.,1,1
المجتمع يهتم الناس والشركات بأموالهم,1,1
الرياضة تعزز اللياقة البدنية وتعزز الصحة والرياضة تعزز من التميز الرياضي.,0,0
لا يبعد المكان التاريخي سوى مئات قليلة من الأمتار عن مقرات الحكم الرئيسية في كييف.,0,0
ما المعلومات التي يمكن حجبها عن عامة الناس ؟ و لماذا ؟,1,1
"تحدثنا بإيجاز عن توجيه دعوات إلى عمان والسودان والمغرب والسلطة الفلسطينية ربما، وكذلك إلى المملكة العربية السعودية والأردن",1,1
إيفرست هو الجبل الذي يعتبر أعلى قمة في العالم.,0,0
"كل شيء مزيف يمكن التحكم به... الزواج يمكن التحكم به، أما الحب فلا.",1,1
هم يتعلمون اللغة الإسبانية ونحن نتعلم اللغة الفرنسية,0,0
"وفي العام الماضي ، افتتحت مصنعا جديدا لتجميع السيارات في تايلاند ومصنعا آخر في إقليم تشونجينج بوسط الصين.",0,0
